仞,ren,ren
仟,qian,qian
仠,gan,gan
仡,yi,yi
仡,qi,qi
仡,ge,ge
仡佬族,qi lao zu,qi lao zu
仢,zhuo,zhuo
代,dai,dai
令,ling,ling
以,yi,yi
以,shen,shen
以升量石,yi sheng liang dan,yi sheng liang dan
以己之心度人之心,yi ji zhi xin duo ren zhi xin,yi ji zhi xin duo ren zhi xin
以己度人,yi ji duo ren,yi ji duo ren
仦,chao,chao
仦,miao,miao
仧,chang,chang
仧,zhang,zhang
仨,sa,sa
仨,san,san
仩,shang,shang
仪,yi,yi
仫,mu,mu
们,men,men
仭,ren,ren
仮,fan,fan
仮,jia,jia
仯,chao,chao
仯,miao,miao
仰,yang,yang
仰事俯畜,yang shi fu xu,yang shi fu xu
仱,jing,jing
仱,ling,ling
仱,qian,qian
仲,zhong,zhong
仳,pi,pi
仳,bi,bi
仴,e,e
仴,wan,wan
仵,wu,wu
仵作行人,wu zuo hang ren,wu zuo hang ren
件,jian,jian
价,jia,jia
价,ga,ga
价,jie,jie
价,shu,shu
仸,yao,yao
仹,feng,feng
仺,cang,cang
任,ren,ren
仼,kuang,kuang
仼,wang,wang
份,fen,fen
份,bin,bin
仾,di,di
仿,fang,fang
仿佛,fang fu,fang fu
伀,zhong,zhong
企,qi,qi
伂,pei,pei
伃,yu,yu
伄,diao,diao
伅,dun,dun
伆,wen,wen
伇,yi,yi
伈,xin,xin
伉,kang,kang
伊,yi,yi
伋,ji,ji
伌,ai,ai
伍,wu,wu
伍员,wu yun,wu yun
伍员乘潮,wu yun cheng chao,wu yun cheng chao
伍員,wu yun,wu yun
伍員乘潮,wu yun cheng chao,wu yun cheng chao
伍長,wu zhang,wu zhang
伍长,wu zhang,wu zhang
伎,ji,ji
伏,fu,fu
伏地,fu di,fu di
伐,fa,fa
休,xiu,xiu
休,xu,xu
休屠,xiu chu,xiu chu
休屠,xiu tu,xiu tu
休閒娛樂,xiu xian yu le,xiu xian yu le
休闲娱乐,xiu xian yu le,xiu xian yu le
伒,jin,jin
伒,xin,xin
伓,bei,bei
伔,chen,chen
伕,fu,fu
伖,nu,nu
伖,tang,tang
众,zhong,zhong
众口难调,zhong kou nan tiao,zhong kou nan tiao
众生皆有佛性,zhong sheng jie you fou xing,zhong sheng jie you fou xing
众矢之的,zhong shi zhi di,zhong shi zhi di
优,you,you
优地槽,you di cao,you di cao
伙,huo,huo
会,hui,hui
会,kuai,kuai
会,gui,gui
会弁,kuai bian,kuai bian
会撮,kuai zui,kuai zui
会稽,gui ji,gui ji
会稽,kuai ji,kuai ji
会计,kuai ji,kuai ji
会长,hui zhang,hui zhang
伛,yu,yu
伛,kou,kou
伜,cui,cui
伝,chuan,chuan
伝,yun,yun
伞,san,san
伟,wei,wei
传,zhuan,zhuan
传,chuan,chuan
传乘,zhuan cheng,zhuan cheng
传乘,zhuan sheng,zhuan sheng
传柑,chuan gan,chuan gan
传檄,chuan xi,chuan xi
传著,chuan zhu,chuan zhu
传输速率,chuan shu su lv,chuan shu su lv
传重,chuan zhong,chuan zhong
伡,che,che
伡,ju,ju
伢,ya,ya
伣,xian,xian
伣,qian,qian
伣,jian,jian
伣天,qian tian,qian tian
伤,shang,shang
伥,chang,chang
伦,lun,lun
伧,cang,cang
伧,cheng,cheng
伨,xun,xun
伩,xin,xin
伪,wei,wei
伫,zhu,zhu
伬,chi,chi
伬,ze,ze
伭,xian,xian
伭,xuan,xuan
伮,nu,nu
伯,bo,bo
伯,ba,ba
伯,bai,bai
伯业,ba ye,ba ye
伯余,bo yu,bo yu
伯吉阿斯法,bo ji a si fa,bo ji a si fa
伯图,ba tu,ba tu
伯圖,ba tu,ba tu
伯子,bai zi,bai zi
伯子牙,bo zi ya,bo zi ya
伯業,ba ye,ba ye
估,gu,gu
估价行,gu jia hang,gu jia hang
估價行,gu jia hang,gu jia hang
伱,ni,ni
伲,ni,ni
伳,shi,shi
伳,xie,xie
伴,ban,ban
伵,xu,xu
伶,ling,ling
伷,zhou,zhou
伸,shen,shen
伹,qu,qu
伺,si,si
伺,ci,ci
伺便,si bian,si bian
伻,beng,beng
似,si,si
似,shi,shi
似地,shi deh,shi deh
似的,shi deh,shi deh
伽,qie,qie
伽,jia,jia
伽,ga,ga
伽利略,jia li lve,jia li lve
伽玛射线,jia ma she xian,jia ma she xian
伽瑪射線,jia ma she xian,jia ma she xian
伽馬,jia ma,jia ma
伽马,jia ma,jia ma
伾,pi,pi
伿,yi,yi
伿,zhi,zhi
佀,si,si
佁,ai,ai
佁,yi,yi
佂,leng,leng
佂,zheng,zheng
佃,dian,dian
佃,tian,tian
佃猎,tian lie,tian lie
佃獵,tian lie,tian lie
佄,gan,gan
佄,han,han
佅,mai,mai
但,dan,dan
但管地无皮,dan guan di wu pi,dan guan di wu pi
但管地無皮,dan guan di wu pi,dan guan di wu pi
佇,zhu,zhu
佈,bu,bu
佉,qu,qu
佉,que,que
佊,bi,bi
佋,zhao,zhao
佌,ci,ci
位,wei,wei
低,di,di
低地,di di,di di
低徊,di hui,di hui
住,zhu,zhu
佐,zuo,zuo
佑,you,you
佒,yang,yang
体,ti,ti
体,ben,ben
体臭,ti chou,ti chou
体臭,ti xiu,ti xiu
佔,zhan,zhan
佔地,zhan di,zhan di
何,he,he
何地,he di,he di
佖,bi,bi
佗,tuo,tuo
佗,ta,ta
佘,she,she
佘,yu,yu
余,xu,xu
余,yu,yu
余,tu,tu
余車,yu che,yu che
余車,yu ju,yu ju
余车,yu che,yu che
余车,yu ju,yu ju
佚,yi,yi
佛,fo,fo
佛,fu,fu
佛,bi,bi
佛地,fo di,fo di
佛头着粪,fo tou zhuo fen,fo tou zhuo fen
佛狸,bi li,bi li
佛肸,bi xi,bi xi
佛貍,bi li,bi li
佛頭着糞,fo tou zhuo fen,fo tou zhuo fen
作,zuo,zuo
作么生,zuo mo sheng,zuo mo sheng
作麼生,zuo mo sheng,zuo mo sheng
佝,kou,kou
佝,gou,gou
佝,ju,ju
佞,ning,ning
佟,tong,tong
你,ni,ni
你,nai,nai
佡,xian,xian
佡,xuan,xuan
佢,ju,ju
佢,qu,qu
佣,yong,yong
佤,wa,wa
佥,qian,qian
佥,jian,jian
佦,shi,shi
佧,ka,ka
佨,bao,bao
佩,pei,pei
佪,huai,huai
佪,hui,hui
佫,ge,ge
佫,he,he
佫,ke,ke
佬,lao,lao
佬,liao,liao
佭,xiang,xiang
佮,ge,ge
佮,he,he
佯,yang,yang
佰,mo,mo
佰,bai,bai
佰,bo,bo
佱,fa,fa
佲,ming,ming
佳,jia,jia
佳什,jia shi,jia shi
佴,er,er
併,bing,bing
佶,ji,ji
佷,hen,hen
佷,heng,heng
佸,gua,gua
佸,huo,huo
佹,gui,gui
佹,wei,wei
佺,quan,quan
佻,tiao,tiao
佻达,tiao ta,tiao ta
佻達,tiao ta,tiao ta
佼,jiao,jiao
佽,ci,ci
佾,yi,yi
使,shi,shi
使長,shi zhang,shi zhang
使长,shi zhang,shi zhang
侀,xing,xing
侁,shen,shen
侁,xian,xian
侂,tuo,tuo
侃,kan,kan
侄,zhi,zhi
侅,gai,gai
侅,kai,kai
來,lai,lai
侇,yi,yi
侈,chi,chi
侉,kua,kua
侊,gong,gong
侊,guang,guang
例,li,li
侌,an,an
侌,yin,yin
侍,shi,shi
侍从长,shi cong zhang,shi cong zhang
侍從長,shi cong zhang,shi cong zhang
侎,mi,mi
侏,zhu,zhu
侐,xu,xu
侑,you,you
侒,an,an
侓,lu,lu
侔,mou,mou
侕,er,er
侖,lun,lun
侗,tong,tong
侗,dong,dong
侗剧,dong ju,dong ju
侗劇,dong ju,dong ju
侗族,dong zu,dong zu
侗語,dong yu,dong yu
侗语,dong yu,dong yu
侘,cha,cha
侙,chi,chi
侚,xun,xun
供,gong,gong
供給,gong gei,gong gei
供給,gong ji,gong ji
供給制,gong ji zhi,gong ji zhi
供给,gong gei,gong gei
供给,gong ji,gong ji
供给制,gong ji zhi,gong ji zhi
供需失調,gong xu shi tiao,gong xu shi tiao
供需失调,gong xu shi tiao,gong xu shi tiao
侜,zhou,zhou
依,yi,yi
侞,ru,ru
侟,jian,jian
侠,jia,jia
侠,xia,xia
価,ga,ga
価,jia,jia
侢,dai,dai
侣,lv,lv
侤,ta,ta
侥,jiao,jiao
侥,yao,yao
侦,zhen,zhen
侧,ce,ce
侧,zhai,zhai
侨,qiao,qiao
侩,kuai,kuai
侪,chai,chai
侪,ji,ji
侪,qi,qi
侫,ning,ning
侬,nong,nong
侭,jin,jin
侮,wu,wu
侯,hou,hou
侰,jun,jun
侱,cheng,cheng
侱,ting,ting
侲,zhen,zhen
侲,chen,chen
侳,cuo,cuo
侴,hao,hao
侵,qin,qin
侶,lv,lv
侷,ju,ju
侸,dou,dou
侸,shu,shu
侹,ting,ting
侺,cen,cen
侺,shen,shen
侻,tuo,tuo
侼,bo,bo
侽,nan,nan
侾,xiao,xiao
便,bian,bian
便,pian,pian
便便,bian bian,bian bian
便嬛,pian xuan,pian xuan
便宜,pian yi,pian yi
便宜,bian yi,bian yi
便辟,pian pi,pian pi
俀,tui,tui
俁,yu,yu
係,xi,xi
促,cu,cu
俄,e,e
俅,qiu,qiu
俆,shu,shu
俆,xu,xu
俇,wang,wang
俇,kuang,kuang
俈,ku,ku
俉,wu,wu
俊,jun,jun
俊,zun,zun
俋,yi,yi
俌,fu,fu
俍,lang,lang
俍,liang,liang
俎,zu,zu
俏,qiao,qiao
俐,li,li
俑,yong,yong
俒,hun,hun
俓,jing,jing
俔,xian,xian
俔,qian,qian
俔,jian,jian
俔天,qian tian,qian tian
俕,san,san
俖,pai,pai
俗,su,su
俗乐,su yue,su yue
俗樂,su yue,su yue
俘,fu,fu
俙,xi,xi
俚,li,li
俛,fu,fu
俛,mian,mian
俜,ping,ping
保,bao,bao
保留地,bao liu di,bao liu di
保险给付,bao xian ji fu,bao xian ji fu
保險給付,bao xian ji fu,bao xian ji fu
俞,yu,yu
俞,shu,shu
俞儿,shu er,shu er
俞兒,shu er,shu er
俟,si,si
俟,qi,qi
俠,jia,jia
俠,xia,xia
信,xin,xin
信,shen,shen
信人調,xin ren tiao,xin ren tiao
信人调,xin ren tiao,xin ren tiao
信号弹,xin hao dan,xin hao dan
信號彈,xin hao dan,xin hao dan
俢,xiu,xiu
俣,yu,yu
俤,di,di
俥,che,che
俥,ju,ju
俦,chou,chou
俧,zhi,zhi
俨,yan,yan
俩,liang,liang
俩,lia,lia
俩人,lia ren,lia ren
俪,li,li
俫,lai,lai
俬,si,si
俭,jian,jian
修,xiu,xiu
俯,fu,fu
俰,huo,huo
俱,ju,ju
俱乐部,ju le bu,ju le bu
俱樂部,ju le bu,ju le bu
俲,xiao,xiao
俳,pai,pai
俴,jian,jian
俵,biao,biao
俶,chu,chu
俶,jiao,jiao
俶,ti,ti
俷,fei,fei
俸,feng,feng
俹,ya,ya
俺,an,an
俺,yan,yan
俻,bei,bei
俼,yu,yu
俼,zhu,zhu
俽,xin,xin
俾,bi,bi
俾,bei,bei
俾,pi,pi
俿,chi,chi
倀,chang,chang
倁,zhi,zhi
倂,bing,bing
倃,jiu,jiu
倄,yao,yao
倅,cui,cui
倆,liang,liang
倆,lia,lia
倆人,lia ren,lia ren
倇,wan,wan
倈,lai,lai
倉,cang,cang
倊,zong,zong
個,ge,ge
個人行爲,ge ren xing wei,ge ren xing wei
倌,guan,guan
倍,bei,bei
倎,tian,tian
倏,shu,shu
倏地,shu di,shu di
倐,shu,shu
們,men,men
倒,dao,dao
倒地,dao di,dao di
倓,tan,tan
倔,jue,jue
倔強,jue jiang,jue jiang
倔强,jue jiang,jue jiang
倕,chui,chui
倖,xing,xing
倗,peng,peng
倘,tang,tang
倘佯,chang yang,chang yang
候,hou,hou
倚,yi,yi
倛,qi,qi
倜,ti,ti
倜,zhou,zhou
倝,gan,gan
倞,jing,jing
倞,liang,liang
借,jie,jie
倠,hui,hui
倠,huai,huai
倠,xu,xu
倡,chang,chang
倢,jie,jie
倣,fang,fang
値,zhi,zhi
倥,kong,kong
倦,juan,juan
倦,quan,quan
倧,zong,zong
倨,ju,ju
倩,qian,qian
倪,ni,ni
倫,lun,lun
倬,zhuo,zhuo
倭,wei,wei
倭,wo,wo
倮,luo,luo
倯,song,song
倰,leng,leng
倱,hun,hun
倱,kun,kun
倲,dong,dong
倳,shi,shi
倳,zi,zi
倴,ben,ben
倵,wu,wu
倶,ju,ju
倷,nai,nai
倸,cai,cai
倹,jian,jian
债,zhai,zhai
债多了不愁,zai duo leh bu chou,zai duo leh bu chou
倻,ye,ye
值,zhi,zhi
倽,sha,sha
倾,qing,qing
倾,keng,keng
倾家,keng jia,keng jia
倾家,qing jia,qing jia
倿,qie,qie
偀,ying,ying
偁,cheng,cheng
偂,qian,qian
偃,yan,yan
偄,ru,ru
偄,ruan,ruan
偅,zhong,zhong
偆,chun,chun
假,jia,jia
偈,ji,ji
偈,jie,jie
偈,xie,xie
偈偈,jie jie,jie jie
偉,wei,wei
偊,yu,yu
偋,bing,bing
偌,ruo,ruo
偌,nuo,nuo
偍,ti,ti
偎,wei,wei
偏,pian,pian
偏差行为,pian cha xing wei,pian cha xing wei
偏差行爲,pian cha xing wei,pian cha xing wei
偐,yan,yan
偐,ying,ying
偑,feng,feng
偒,dang,dang
偒,tang,tang
偓,wo,wo
偔,e,e
偕,jie,jie
偕,xie,xie
偕行,xie xing,xie xing
偖,che,che
偖,she,she
偗,sheng,sheng
偘,kan,kan
偙,di,di
做,zuo,zuo
做一行怨一行,zuo yi hang yuan yi hang,zuo yi hang yuan yi hang
做不了,zuo bu liao,zuo bu liao
做什麼,zuo shen me,zuo shen me
做朝,zuo zhao,zuo zhao
偛,cha,cha
停,ting,ting
停潦,ting lao,ting lao
停留長智,ting liu zhang zhi,ting liu zhang zhi
停留长智,ting liu zhang zhi,ting liu zhang zhi
偝,bei,bei
偞,ye,ye
偟,huang,huang
偠,yao,yao
偡,shen,shen
偡,zhan,zhan
偢,chou,chou
偢,qiu,qiu
偣,yan,yan
偣,yin,yin
偤,qiu,qiu
偤,you,you
健,jian,jian
偦,xu,xu
偧,zha,zha
偨,chai,chai
偨,ci,ci
偩,fu,fu
偪,bi,bi
偪阳,fu yang,fu yang
偪陽,fu yang,fu yang
偫,zhi,zhi
偬,zong,zong
偭,mian,mian
偮,ji,ji
偯,yi,yi
偰,xie,xie
偰,qi,qi
偱,xun,xun
偲,si,si
偲,cai,cai
偲,sai,sai
偳,duan,duan
側,ce,ce
側,zhai,zhai
偵,zhen,zhen
偶,ou,ou
偷,tou,tou
偷着乐,tou zheh le,tou zheh le
偷着樂,tou zheh le,tou zheh le
偷着浮生半日閒,tou zhao fu sheng ban ri xian,tou zhao fu sheng ban ri xian
偷着浮生半日闲,tou zhao fu sheng ban ri xian,tou zhao fu sheng ban ri xian
偸,tou,tou
偹,bei,bei
偺,za,za
偺,zan,zan
偻,lou,lou
偻,lv,lv
偼,jie,jie
偽,wei,wei
偾,fen,fen
偿,chang,chang
偿,shang,shang
傀,kui,kui
傀,gui,gui
傀伟,gui wei,gui wei
傀偉,gui wei,gui wei
傀然,gui ran,gui ran
傁,sou,sou
傂,chi,chi
傃,su,su
傄,xia,xia
傅,fu,fu
傅說,fu yue,fu yue
傅说,fu yue,fu yue
傆,yuan,yuan
傇,rong,rong
傈,li,li
傉,ru,ru
傊,yun,yun
傋,gou,gou
傋,jiang,jiang
傌,ma,ma
傍,pang,pang
傍,bang,bang
傍晌,bang shang,bang shang
傎,dian,dian
傏,tang,tang
傐,hao,hao
傑,jie,jie
傑克遜,jie ke sun,jie ke sun
傑弗遜,jie fu sun,jie fu sun
傒,xi,xi
傓,shan,shan
傔,qian,qian
傔,jian,jian
傔卒,qian zu,qian zu
傕,jue,jue
傕,que,que
傖,cang,cang
傖,cheng,cheng
傗,chu,chu
傘,san,san
備,bei,bei
傚,xiao,xiao
傛,rong,rong
傛,yong,yong
傜,yao,yao
傝,ta,ta
傞,suo,suo
傞,cuo,cuo
傟,yang,yang
傠,fa,fa
傡,bing,bing
傢,jia,jia
傣,dai,dai
傤,zai,zai
傥,tang,tang
傥,dang,dang
傦,gu,gu
傧,bin,bin
储,chu,chu
傩,nuo,nuo
傪,can,can
傫,lei,lei
催,cui,cui
催泪弹,cui lei dan,cui lei dan
催淚彈,cui lei dan,cui lei dan
傭,yong,yong
傮,zao,zao
傯,zong,zong
傰,peng,peng
傱,song,song
傲,ao,ao
傳,zhuan,zhuan
傳,chuan,chuan
傳乘,zhuan cheng,zhuan cheng
傳乘,zhuan sheng,zhuan sheng
傳柑,chuan gan,chuan gan
傳檄,chuan xi,chuan xi
傳著,chuan zhu,chuan zhu
傳輸速率,chuan shu su lv,chuan shu su lv
傳重,chuan zhong,chuan zhong
傴,yu,yu
傴,kou,kou
債,zhai,zhai
債多了不愁,zai duo leh bu chou,zai duo leh bu chou
傶,qi,qi
傶,zu,zu
傷,shang,shang
傸,chuang,chuang
傸,qiang,qiang
傸,shuang,shuang
傹,jing,jing
傺,chi,chi
傻,sha,sha
傼,han,han
傽,zhang,zhang
傾,qing,qing
傾,keng,keng
傾家,keng jia,keng jia
傾家,qing jia,qing jia
傿,yan,yan
僀,di,di
僁,xi,xi
僂,lou,lou
僂,lv,lv
僃,bei,bei
僄,biao,biao
僄,piao,piao
僅,jin,jin
僆,lian,lian
僇,lu,lu
僈,man,man
僉,qian,qian
僉,jian,jian
僊,xian,xian
僊,qian,qian
僋,lan,lan
僋,qiu,qiu
僌,ying,ying
働,dong,dong
僎,zhuan,zhuan
像,xiang,xiang
僐,shan,shan
僑,qiao,qiao
僒,jiong,jiong
僓,tui,tui
僔,zun,zun
僕,pu,pu
僕射,pu ye,pu ye
僖,xi,xi
僗,lao,lao
僗什子,lao shi zi,lao shi zi
僘,chang,chang
僙,guang,guang
僚,liao,liao
僛,qi,qi
僜,cheng,cheng
僜,deng,deng
僝,chan,chan
僞,wei,wei
僟,ji,ji
僠,fan,fan
僡,hui,hui
僢,chuan,chuan
僢,chun,chun
僣,jian,jian
僣,tie,tie
僤,dan,dan
僥,jiao,jiao
僥,yao,yao
僦,jiu,jiu
僧,seng,seng
僧,zeng,zeng
僧行,seng hang,seng hang
僨,fen,fen
僩,xian,xian
僪,jue,jue
僫,e,e
僫,wu,wu
僬,jiao,jiao
僬侥,jiao yao,jiao yao
僬僥,jiao yao,jiao yao
僭,jian,jian
僭,qian,qian
僭称,jian cheng,jian cheng
僭稱,jian cheng,jian cheng
僮,tong,tong
僮,zhuang,zhuang
僮族,zhuang zu,zhuang zu
僯,lin,lin
僰,bo,bo
僱,gu,gu
僲,xian,xian
僳,su,su
僴,xian,xian
僵,jiang,jiang
僶,min,min
僷,ye,ye
僸,jin,jin
價,jia,jia
價,ga,ga
價,jie,jie
價,shu,shu
僺,qiao,qiao
僻,pi,pi
僻,bei,bei
僻地,pi di,pi di
僼,feng,feng
僽,zhou,zhou
僽,chou,chou
僾,ai,ai
僿,sai,sai
僿,shi,shi
儀,yi,yi
儁,jun,jun
儁,zun,zun
儂,nong,nong
儃,tan,tan
儃,chan,chan
儃,shan,shan
儃佪,chan hui,chan hui
億,yi,yi
儅,dang,dang
儆,jing,jing
儇,xuan,xuan
儇,huan,huan
儈,kuai,kuai
儉,jian,jian
儊,chu,chu
儋,dan,dan
儋石,dan dan,dan dan
儋石之畜,dan dan zhi xu,dan dan zhi xu
儌,jiao,jiao
儍,sha,sha
儎,zai,zai
儏,can,can
儐,bin,bin
儑,an,an
儒,ru,ru
儓,tai,tai
儔,chou,chou
儕,chai,chai
儕,ji,ji
儕,qi,qi
儖,lan,lan
儗,ni,ni
儘,jin,jin
儘落尾,jin la wei,jin la wei
儙,qian,qian
儚,meng,meng
儛,wu,wu
儜,ning,ning
儜,neng,neng
儝,qiong,qiong
儞,er,er
償,chang,chang
償,shang,shang
儠,lie,lie
儡,lei,lei
儢,lv,lv
儣,kuang,kuang
儤,bao,bao
儥,du,du
儥,yu,yu
儦,biao,biao
儧,zan,zan
儨,zhi,zhi
儩,si,si
優,you,you
優地槽,you di cao,you di cao
儫,hao,hao
儬,qin,qin
儬,zhen,zhen
儭,chen,chen
儭,qin,qin
儮,li,li
儯,teng,teng
儰,wei,wei
儱,long,long
儲,chu,chu
儳,chan,chan
儴,rang,rang
儵,shu,shu
儶,hui,hui
儶,xi,xi
儷,li,li
儸,luo,luo
儹,zan,zan
儺,nuo,nuo
儻,tang,tang
儻,dang,dang
儼,yan,yan
儽,lei,lei
儾,nang,nang
儿,er,er
儿,ren,ren
儿,ni,ni
兀,wu,wu
兀的,wu di,wu di
允,yun,yun
兂,zan,zan
元,yuan,yuan
兄,xiong,xiong
兄長,xiong zhang,xiong zhang
兄长,xiong zhang,xiong zhang
充,chong,chong
充內行,chong nei hang,chong nei hang
充内行,chong nei hang,chong nei hang
兆,zhao,zhao
兇,xiong,xiong
先,xian,xian
先吾着鞭,xian wu zhuo bian,xian wu zhuo bian
先怎么栽,xian zen mo zai,xian zen mo zai
先怎麼栽,xian zen mo zai,xian zen mo zai
先降,xian jiang,xian jiang
先降,xian xiang,xian xiang
先零,xian lian,xian lian
先零,xian ling,xian ling
光,guang,guang
光宅,guang zhe,guang zhe
光行差,guang xing cha,guang xing cha
兊,dui,dui
兊,yue,yue
克,ke,ke
克,kei,kei
克什克腾,ke shi ke teng,ke shi ke teng
克什克騰,ke shi ke teng,ke shi ke teng
克罗地亚,ke luo di ya,ke luo di ya
克羅地亞,ke luo di ya,ke luo di ya
兌,dui,dui
兌,yue,yue
免,mian,mian
免,wen,wen
免不了,mian bu liao,mian bu liao
兎,tu,tu
兏,chang,chang
兏,zhang,zhang
児,er,er
児,ni,ni
兑,dui,dui
兑,yue,yue
兒,er,er
兒,ni,ni
兒宽,ni kuan,ni kuan
兒寬,ni kuan,ni kuan
兓,jin,jin
兔,tu,tu
兕,si,si
兖,yan,yan
兗,yan,yan
兘,shi,shi
兙,shi,shi
党,dang,dang
兛,qian,qian
兜,dou,dou
兜底,dou de,dou de
兜底,dou di,dou di
兜率天,dou shuai tian,dou shuai tian
兜率宫,dou shuai gong,dou shuai gong
兜率宮,dou shuai gong,dou shuai gong
兝,fen,fen
兞,mao,mao
兟,shen,shen
兟,xian,xian
兟,xin,xin
兠,dou,dou
兡,bai,bai
兢,jing,jing
兣,li,li
兤,guang,guang
兤,kuang,kuang
入,ru,ru
入,ri,ri
入地,ru di,ru di
兦,wang,wang
兦,wu,wu
內,nei,nei
內,na,na
內地,nei di,nei di
內省,nei sheng,nei sheng
內省,nei xing,nei xing
內省不疚,nei xing bu jiu,nei xing bu jiu
內省法,nei xing fa,nei xing fa
內行人,nei hang ren,nei hang ren
內行看門道,nei hang kan men dao,nei hang kan men dao
全,quan,quan
兩,liang,liang
兩個肩膀扛張嘴,liang ge jian bang kang zhang zui,liang ge jian bang kang zhang zui
兩地,liang di,liang di
兩日三朝,liang ri san zhao,liang ri san zhao
兩行,liang hang,liang hang
兩重人格,liang chong ren ge,liang chong ren ge
兪,yu,yu
兪,shu,shu
八,ba,ba
八字都沒一撇,ba zi dou mei yi pie,ba zi dou mei yi pie
八字都没一撇,ba zi dou mei yi pie,ba zi dou mei yi pie
八蜡,ba zha,ba zha
八行,ba hang,ba hang
公,gong,gong
公了,gong liao,gong liao
公仔,gong zai,gong zai
公勺,gong shuo,gong shuo
公合,gong ge,gong ge
公地,gong di,gong di
公差,gong cha,gong cha
公差,gong chai,gong chai
公差費,gong chai fei,gong chai fei
公差费,gong chai fei,gong chai fei
公母俩,gong mu lia,gong mu lia
公母倆,gong mu lia,gong mu lia
公石,gong dan,gong dan
六,liu,liu
六,lu,lu
六乐,liu yue,liu yue
六樂,liu yue,liu yue
六通四辟,liu tong si pi,liu tong si pi
兮,xi,xi
兯,han,han
兰,lan,lan
兰若,lan re,lan re
共,gong,gong
共降,gong jiang,gong jiang
共降,gong xiang,gong xiang
兲,tian,tian
关,guan,guan
关,xiao,xiao
关云长,guan yun zhang,guan yun zhang
关塞,guan sai,guan sai
兴,xing,xing
兴都库什山,xing du ku shi shan,xing du ku shi shan
兵,bing,bing
兵車行,bing che xing,bing che xing
兵车行,bing che xing,bing che xing
其,qi,qi
其,ji,ji
其他行业,qi ta hang ye,qi ta hang ye
其他行業,qi ta hang ye,qi ta hang ye
具,ju,ju
典,dian,dian
典狱长,dian yu zhang,dian yu zhang
典獄長,dian yu zhang,dian yu zhang
兹,ci,ci
兹,zi,zi
兺,fen,fen
养,yang,yang
养地,yang di,yang di
兼,jian,jian
兽,shou,shou
兾,ji,ji
兿,yi,yi
冀,ji,ji
冁,chan,chan
冂,jiong,jiong
冃,mao,mao
冄,ran,ran
内,nei,nei
内,na,na
内地,nei di,nei di
内省,nei sheng,nei sheng
内省,nei xing,nei xing
内省不疚,nei xing bu jiu,nei xing bu jiu
内省法,nei xing fa,nei xing fa
内行人,nei hang ren,nei hang ren
内行看门道,nei hang kan men dao,nei hang kan men dao
円,yuan,yuan
冇,mao,mao
冇,mou,mou
冈,gang,gang
冈,wang,wang
冉,ran,ran
冊,ce,ce
冊,chai,chai
冋,hui,hui
册,ce,ce
册,chai,chai
再,zai,zai
再長爹娘,zai zhang die niang,zai zhang die niang
再长爹娘,zai zhang die niang,zai zhang die niang
冎,gua,gua
冎,guo,guo
冏,jiong,jiong
冐,mao,mao
冐,mo,mo
冑,zhou,zhou
冒,mao,mao
冒,mo,mo
冒頓,mo du,mo du
冒顿,mo du,mo du
冓,gou,gou
冔,xu,xu
冕,mian,mian
冖,mi,mi
冖,mu,mu
冗,rong,rong
冘,yin,yin
冘,you,you
冘豫,you yu,you yu
写,xie,xie
冚,kan,kan
军,jun,jun
军乐,jun yue,jun yue
军长,jun zhang,jun zhang
军需补给,jun xu bu ji,jun xu bu ji
农,nong,nong
农地,nong di,nong di
农家乐,nong jia le,nong jia le
农行,nong hang,nong hang
冝,yi,yi
冞,mi,mi
冟,shi,shi
冠,guan,guan
冠冕衣裳,guan mian yi chang,guan mian yi chang
冡,meng,meng
冢,zhong,zhong
冢藏,zhong zang,zhong zang
冣,ju,ju
冤,yuan,yuan
冤天屈地,yuan tian qu di,yuan tian qu di
冥,ming,ming
冦,kou,kou
冧,lin,lin
冨,fu,fu
冩,xie,xie
冪,mi,mi
冪,mu,mu
冫,bing,bing
冬,dong,dong
冭,tai,tai
冮,gang,gang
冯,ping,ping
冯,feng,feng
冯谖,feng xuan,feng xuan
冰,bing,bing
冰,ning,ning
冰櫱,bing bo,bing bo
冰蘖,bing bo,bing bo
冱,hu,hu
冲,chong,chong
决,jue,jue
决了,jue liao,jue liao
冴,hu,hu
况,kuang,kuang
冶,ye,ye
冷,leng,leng
冷軋,leng zha,leng zha
冷軋鋼板,leng ya gang ban,leng ya gang ban
冷轧,leng zha,leng zha
冷轧钢板,leng ya gang ban,leng ya gang ban
冷顫,leng zhan,leng zhan
冷颤,leng zhan,leng zhan
冸,pan,pan
冹,fu,fu
冺,min,min
冻,dong,dong
冼,xian,xian
冼,sheng,sheng
冽,lie,lie
冾,qia,qia
冾,xia,xia
冿,jian,jian
净,jing,jing
净,cheng,cheng
净,zheng,zheng
净角,jing jue,jing jue
凁,sou,sou
凂,fu,fu
凂,mei,mei
凂,mian,mian
凃,tu,tu
凄,qi,qi
凄咽,qi ye,qi ye
凅,gu,gu
准,zhun,zhun
准噶尔盆地,zhun ga er pen di,zhun ga er pen di
准的,zhun di,zhun di
凇,song,song
凈,cheng,cheng
凈,jing,jing
凈,zheng,zheng
凉,liang,liang
凊,jing,jing
凊,qing,qing
凋,diao,diao
凌,ling,ling
凌藉,ling ji,ling ji
凍,dong,dong
凎,gan,gan
减,jian,jian
凐,yan,yan
凐,yin,yin
凑,cou,cou
凒,ai,ai
